	document_idx	title	sentence	sentence_type
988	710	Gastroretentive drug delivery system of ranitidine hydrochloride: formulation and in vitro evaluation.	A theoretical dissolution profile was generated using pharmacokinetic parameters of ranitidine hydrochloride.	none_sent
989	711	The protective effect of thiamine pyrophosphate, but not thiamine, against cardiotoxicity induced with cisplatin in rats.	 This study investigated the effect of thiamine pyrophosphate on oxidative damage associated with cardiotoxicity caused by cisplatin (CIS), an antineoplastic agent, in rats, and compared this with thiamine.	none_sent
990	711	The protective effect of thiamine pyrophosphate, but not thiamine, against cardiotoxicity induced with cisplatin in rats.	Thiamine pyrophosphate prevented CIS-associated oxidative stress and heart injury, whereas thiamine did not prevent th	key_sent
991	714	Curcumin inhibits Th1 cytokine profile in CD4+ T cells by suppressing interleukin-12 production in macrophages.	In this study we investigated the effects of curcumin, a natural product of plants obtained from Curcuma longa (turmeric), on IL-12 production by mouse splenic macrophages and the subsequent ability of these cells to regulate cytokine production by CD4+ T cells.	none_sent
992	714	Curcumin inhibits Th1 cytokine profile in CD4+ T cells by suppressing interleukin-12 production in macrophages.	2 Pretreatment with curcumin significantly inhibited IL-12 production by macrophages stimulated with either lipopolysaccharide (LPS) or head-killed Listeria monocytogenes (HKL).	key_sent
993	714	Curcumin inhibits Th1 cytokine profile in CD4+ T cells by suppressing interleukin-12 production in macrophages.	3 Curcumin-pretreated macrophages reduced their ability to induce IFN-gamma and increased the ability to induce IL-4 in Ag-primed CD4+ T cells.	key_sent
994	714	Curcumin inhibits Th1 cytokine profile in CD4+ T cells by suppressing interleukin-12 production in macrophages.	Addition of recombinant IL-12 to cultures of curcumin-pretreated macrophages and CD4+ T cells restored IFN-gamma production in CD4+ T cells.	key_sent
995	714	Curcumin inhibits Th1 cytokine profile in CD4+ T cells by suppressing interleukin-12 production in macrophages.	4 The in vivo administration of curcumin resulted in the inhibition of IL-12 production by macrophages stimulated in vitro with either LPS or HKL, leading to the inhibition of Th1 cytokine profile (decreased IFN-gamma and increased IL-4 production) in CD4+ T cells.	key_sent
996	715	Etoposide, methylprednisolone, cytarabine and cisplatin successfully cytoreduces resistant myeloma patients and mobilizes them for transplant without adverse effects.	The overall survival for all patients was 62% at 4 years following ESHAP.	none_sent
997	716	Modulation of the genomic estrogen receptor pathway by water extracts of Cirsium japonicum.	The extract activated both and estrogen receptors.	key_sent
998	716	Modulation of the genomic estrogen receptor pathway by water extracts of Cirsium japonicum.	Treatment with the extracts increased expression of the progesterone receptor and pS2 genes and expression of estrogen receptor was decreased in MCF-7 cells.	key_sent
999	718	Biological activities of Fructus arctii fermented with the basidiomycete Grifola frondosa.	Fermented Fructus arctii extract (G-FAE) with G. frondosa had antioxidant and 5-lipoxygenase inhibitory activities.	key_sent
1000	718	Biological activities of Fructus arctii fermented with the basidiomycete Grifola frondosa.	It was revealed that G-FAE had an inhibitory effect on human interstitial collagenase (matrix metalloproteinase, MMP-1) expression in UVA-irradiated HDF.	key_sent
1001	718	Biological activities of Fructus arctii fermented with the basidiomycete Grifola frondosa.	The treatment of UVA-irradiated HDF with G-FAE resulted in a dose-dependent decrease in the expression level of MMP-1 mRNA.	key_sent
1002	718	Biological activities of Fructus arctii fermented with the basidiomycete Grifola frondosa.	G-FAE also showed notable stimulation of collagen biosynthetic activity for fibroblasts.	none_sent
1003	720	Inhibition of lipopolysaccharide-induced cyclooxygenase-2 transcription by 6-(methylsulfinyl) hexyl isothiocyanate, a chemopreventive compound from Wasabia japonica (Miq.) Matsumura, in mouse macrophages.	Treatment with 6-MITC suppressed LPS-mediated induction of COX-2 protein in a dose-dependent manner.	key_sent
1004	720	Inhibition of lipopolysaccharide-induced cyclooxygenase-2 transcription by 6-(methylsulfinyl) hexyl isothiocyanate, a chemopreventive compound from Wasabia japonica (Miq.) Matsumura, in mouse macrophages.	Transfections with various COX-2 promoter reporter constructs revealed that the inhibitory effects of 6-MITC on COX-2 gene expression were directed by the core promoter elements including nuclear factor kappaB (NF-kappaB), CCAAT/enhancer-binding protein (C/EBP) and cyclic AMP-response element (CRE) sites.	key_sent
1005	720	Inhibition of lipopolysaccharide-induced cyclooxygenase-2 transcription by 6-(methylsulfinyl) hexyl isothiocyanate, a chemopreventive compound from Wasabia japonica (Miq.) Matsumura, in mouse macrophages.	Western blotting analysis showed that 6-MITC inhibited LPS-induced activation of MAPK (ERK, p38 kinase and JNK) and transcriptional factors (CREB, c-Jun and C/EBPdelta) binding the core elements of COX-2 promoter, substantiating the involvement of these signal transduction pathways in the regulation of COX-2 expression by 6-MITC.	key_sent
1006	720	Inhibition of lipopolysaccharide-induced cyclooxygenase-2 transcription by 6-(methylsulfinyl) hexyl isothiocyanate, a chemopreventive compound from Wasabia japonica (Miq.) Matsumura, in mouse macrophages.	Moreover, Western blotting experiments with MAPK-specific inhibitors (U0126 for MEK1/2, SB203580 for p38 kinase and SP600125 for JNK) demonstrated that 6-MITC suppressed LPS-induced COX-2 expression by blocking the activation of JNK-mediated AP-1 and ERK/p38 kinase-mediated CREB or C/EBPdelta.	key_sent
1007	720	Inhibition of lipopolysaccharide-induced cyclooxygenase-2 transcription by 6-(methylsulfinyl) hexyl isothiocyanate, a chemopreventive compound from Wasabia japonica (Miq.) Matsumura, in mouse macrophages.	These findings demonstrate for the first time that 6-MITC is an effective agent to attenuate COX-2 production, and enhance our understanding of the anti-inflammation properties of 6-MITC.	key_sent
1008	722	A standardized extract of Ginkgo biloba suppresses doxorubicin-induced oxidative stress and p53-mediated mitochondrial apoptosis in rat testes.	KEY RESULTS: Compared with controls, testes from doxorubicin-treated rats displayed impaired spermatogenesis, depleted haploid germ cell subpopulations, increased lipid peroxidation products (malondialdehyde), depressed antioxidant enzyme activities (superoxide dismutase, glutathione peroxidase and glutathione), reduced antioxidant enzyme expression (superoxide dismutase) and elevated apoptotic indexes (pro-apoptotic modulation of Bcl-2 family proteins, intensification of p53 and Apaf-1, release of mitochondrial cytochrome c, activation of caspase-3 and increase of terminal deoxynucleotidyl transferase nick-end labelling/sub-haploid cells), while EGb pretreatment effectively alleviated all of these doxorubicin-induced abnormalities in testes.	none_sent
1009	722	A standardized extract of Ginkgo biloba suppresses doxorubicin-induced oxidative stress and p53-mediated mitochondrial apoptosis in rat testes.	CONCLUSIONS AND IMPLICATIONS: These results demonstrate that EGb protected against the oxidative and apoptotic actions of doxorubicin on testes.	key_sent
1010	722	A standardized extract of Ginkgo biloba suppresses doxorubicin-induced oxidative stress and p53-mediated mitochondrial apoptosis in rat testes.	EGb may be a promising adjuvant therapy medicine, potentially ameliorating testicular toxicity of this anti-neoplastic agent in clinical practice.	none_sent
1011	723	The effects of host defence elicitors on betacyanin accumulation in Amaranthus mangostanus seedlings.	 The effect of elicitors associated with host defence on betacyanin accumulation in Amaranthus mangostanus seedlings was investigated.	none_sent
1012	724	Molecular pathways: Inhibiting steroid biosynthesis in prostate cancer.	Although the testes are the primary source of testosterone, testosterone can also be produced from peripheral conversion of adrenal sex hormone precursors DHEA and androstenedione in the prostate and other tissues.	key_sent
1013	724	Molecular pathways: Inhibiting steroid biosynthesis in prostate cancer.	Potent and selective inhibition of CYP17A1 by abiraterone depletes residual nongonadal androgens and is an effective treatment for CRPC.	key_sent
1014	724	Molecular pathways: Inhibiting steroid biosynthesis in prostate cancer.	Preclinical evidence that androgen biosynthesis in prostate cancer cells does not necessarily follow a single dominant pathway, and residual androgens or alternative ligands (including administered glucocorticoids) can reactivate androgen receptor signaling, supports cotargeting of more than one enzyme involved in steroidogenesis and combining a CYP17A1 inhibitor with an antiandrogen.	key_sent
